episode_id,folder,path,n_frames,n_engaged,engaged_frac,duration_s,success,seed,mode,color_bin_mapping,has_intent,gaze_valid_frac,gaze_valid_engaged,has_state,cameras,has_images,n_objects,n_bins,rate_hz,image_scale,schema_version,error
011,011,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\011\episode.hdf5,2470,2216,0.897,82.3,success,212593775,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.988,0.987,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
012,012,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\012\episode.hdf5,1222,1150,0.941,40.7,failure,893322846,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.995,0.995,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
013,013,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\013\episode.hdf5,2047,1990,0.972,68.2,success,159689411,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.987,0.989,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
014,014,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\014\episode.hdf5,2042,1974,0.967,68.033,success,1389562501,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.963,0.962,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
015,015,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\015\episode.hdf5,2460,2369,0.963,81.967,success,2073711813,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.973,0.973,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
016,016,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\016\episode.hdf5,2255,2038,0.904,75.133,success,1609153631,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.556,0.576,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
017,017,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\017\episode.hdf5,3923,2093,0.534,130.733,success,477510672,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.996,0.993,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
018,018,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\018\episode.hdf5,2300,2214,0.963,76.633,success,2087406226,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.983,0.986,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
019,019,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\019\episode.hdf5,1900,1780,0.937,63.3,success,1770952574,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.98,0.979,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
020,020,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\020\episode.hdf5,2352,2244,0.954,78.367,success,687056336,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.972,0.971,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
021,021,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\021\episode.hdf5,2204,2063,0.936,73.433,partial,1798006156,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.965,0.962,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
022,022,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\022\episode.hdf5,1950,1846,0.947,64.967,partial,167322647,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.969,0.967,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
023,023,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\023\episode.hdf5,2069,1961,0.948,68.933,success,1395452544,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.971,0.969,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
024,024,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\024\episode.hdf5,1870,1595,0.853,62.3,success,859840911,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.976,0.975,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
025,025,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\025\episode.hdf5,1682,1631,0.97,56.033,success,1328085481,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.985,0.985,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
026,026,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\026\episode.hdf5,3018,2713,0.899,100.567,success,329370782,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.952,0.954,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
027,027,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\027\episode.hdf5,1784,1703,0.955,59.433,success,592249462,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.977,0.976,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
028,028,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\028\episode.hdf5,1908,1807,0.947,63.567,success,186532217,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.979,0.977,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
029,029,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\029\episode.hdf5,1709,1673,0.979,56.933,partial,621184396,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.983,0.983,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
030,030,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\030\episode.hdf5,2237,2108,0.942,74.533,success,1403957093,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.966,0.964,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
031,031,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\031\episode.hdf5,1853,1714,0.925,61.733,success,965321231,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.978,0.976,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
032,032,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\032\episode.hdf5,1827,1688,0.924,60.867,partial,239130039,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.972,0.976,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
033,033,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\033\episode.hdf5,2991,2806,0.938,99.667,success,804233722,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.986,0.986,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
034,034,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\034\episode.hdf5,1767,1701,0.963,58.867,success,1636042193,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.985,0.989,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
035,035,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\035\episode.hdf5,3098,2968,0.958,103.233,success,871152285,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.957,0.956,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
036,036,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\036\episode.hdf5,1677,1549,0.924,55.867,success,1262150038,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.982,0.981,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
037,037,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\037\episode.hdf5,1551,1530,0.986,51.667,success,1194329931,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.976,0.976,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
038,038,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\038\episode.hdf5,1905,1792,0.941,63.467,success,631070635,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.923,0.92,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
039,039,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\039\episode.hdf5,2671,2577,0.965,89.0,success,122577790,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.984,0.983,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
040,040,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\040\episode.hdf5,1868,1794,0.96,62.233,success,1457952789,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.969,0.968,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
041,041,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\041\episode.hdf5,1948,1716,0.881,64.9,success,647305697,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.972,0.971,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
042,042,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\042\episode.hdf5,1912,1664,0.87,63.7,success,1518644280,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.965,0.962,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
043,043,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\043\episode.hdf5,2732,1888,0.691,91.033,success,374014836,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.992,0.988,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
044,044,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\044\episode.hdf5,3767,2556,0.679,125.533,success,1605788806,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.993,0.99,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
045,045,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\045\episode.hdf5,2022,1928,0.954,67.367,success,1319867536,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.977,0.978,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
046,046,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\046\episode.hdf5,1919,1833,0.955,63.933,success,2118226890,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.987,0.987,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
047,047,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\047\episode.hdf5,2003,1892,0.945,66.733,success,776153266,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.99,0.989,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
048,048,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\048\episode.hdf5,1890,1786,0.945,62.967,success,609046221,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.97,0.968,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
049,049,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\049\episode.hdf5,1863,1761,0.945,62.067,success,1156586020,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.977,0.98,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
050,050,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\050\episode.hdf5,2014,1959,0.973,67.1,success,1622601911,0,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.968,0.97,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
051,051,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\051\episode.hdf5,2360,2243,0.95,78.633,success,1546506023,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.958,0.957,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
052,052,C:/Users/ceti/Documents/05_data/teleop-sorting/avatar\052\episode.hdf5,1854,1701,0.917,61.767,success,1723515851,1,"{""blue"": ""bin_1"", ""red"": ""bin_2""}",True,0.971,0.971,True,"head_cam_left,head_cam_right,wrist_cam_left,wrist_cam_right",True,4,2,30.0,0.25,2,
